race_id,round,circuit_id,name,ingestion_date,race_timestamp,race_year
1053,2,21,Emilia Romagna Grand Prix,2023-08-19T21:45:55.991+05:30,2021-04-18T13:00:00.000+05:30,2021
1052,1,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2021-03-28T15:00:00.000+05:30,2021
1051,21,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-11-21T06:00:00.000+05:30,2021
1054,3,20,TBC,2023-08-19T21:45:55.991+05:30,"",2021
1055,4,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2021-05-09T13:00:00.000+05:30,2021
1056,5,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2021-05-23T13:00:00.000+05:30,2021
1057,6,73,Azerbaijan Grand Prix,2023-08-19T21:45:55.991+05:30,2021-06-06T12:00:00.000+05:30,2021
1058,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-06-13T18:00:00.000+05:30,2021
1059,8,34,French Grand Prix,2023-08-19T21:45:55.991+05:30,2021-06-27T13:00:00.000+05:30,2021
1060,9,70,Austrian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-07-04T13:00:00.000+05:30,2021
1061,10,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2021-07-18T14:00:00.000+05:30,2021
1062,11,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-08-01T13:00:00.000+05:30,2021
1063,12,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-08-29T13:00:00.000+05:30,2021
1064,13,39,Dutch Grand Prix,2023-08-19T21:45:55.991+05:30,2021-09-05T13:00:00.000+05:30,2021
1065,14,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-09-12T13:00:00.000+05:30,2021
1066,15,71,Russian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-09-26T12:00:00.000+05:30,2021
1067,16,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2021-10-03T12:00:00.000+05:30,2021
1068,17,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2021-10-10T05:00:00.000+05:30,2021
1069,18,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2021-10-24T19:00:00.000+05:30,2021
1070,19,32,Mexico City Grand Prix,2023-08-19T21:45:55.991+05:30,2021-10-31T19:00:00.000+05:30,2021
1071,20,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-11-07T17:00:00.000+05:30,2021
1072,22,77,Saudi Arabian Grand Prix,2023-08-19T21:45:55.991+05:30,2021-12-05T16:00:00.000+05:30,2021
1073,23,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2021-12-12T13:00:00.000+05:30,2021
989,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-03-25T05:10:00.000+05:30,2018
990,2,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2018-04-08T15:10:00.000+05:30,2018
991,3,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2018-04-15T06:10:00.000+05:30,2018
992,4,73,Azerbaijan Grand Prix,2023-08-19T21:45:55.991+05:30,2018-04-29T12:10:00.000+05:30,2018
993,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2018-05-13T13:10:00.000+05:30,2018
994,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2018-05-27T13:10:00.000+05:30,2018
995,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-06-10T18:10:00.000+05:30,2018
996,8,34,French Grand Prix,2023-08-19T21:45:55.991+05:30,2018-06-24T14:10:00.000+05:30,2018
997,9,70,Austrian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-07-01T13:10:00.000+05:30,2018
998,10,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2018-07-08T13:10:00.000+05:30,2018
999,11,10,German Grand Prix,2023-08-19T21:45:55.991+05:30,2018-07-22T13:10:00.000+05:30,2018
1000,12,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-07-29T13:10:00.000+05:30,2018
1001,13,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-08-26T13:10:00.000+05:30,2018
1002,14,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-09-02T13:10:00.000+05:30,2018
1003,15,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2018-09-16T12:10:00.000+05:30,2018
1004,16,71,Russian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-09-30T11:10:00.000+05:30,2018
1005,17,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2018-10-07T05:10:00.000+05:30,2018
1006,18,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2018-10-21T18:10:00.000+05:30,2018
1007,19,32,Mexican Grand Prix,2023-08-19T21:45:55.991+05:30,2018-10-28T19:10:00.000+05:30,2018
1008,20,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2018-11-11T17:10:00.000+05:30,2018
1009,21,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2018-11-25T13:10:00.000+05:30,2018
1010,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-03-17T05:10:00.000+05:30,2019
1011,2,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2019-03-31T15:10:00.000+05:30,2019
1012,3,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2019-04-14T06:10:00.000+05:30,2019
1013,4,73,Azerbaijan Grand Prix,2023-08-19T21:45:55.991+05:30,2019-04-28T12:10:00.000+05:30,2019
1014,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2019-05-12T13:10:00.000+05:30,2019
1015,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2019-05-26T13:10:00.000+05:30,2019
1016,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-06-09T18:10:00.000+05:30,2019
1017,8,34,French Grand Prix,2023-08-19T21:45:55.991+05:30,2019-06-23T13:10:00.000+05:30,2019
1018,9,70,Austrian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-06-30T13:10:00.000+05:30,2019
1019,10,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2019-07-14T13:10:00.000+05:30,2019
1020,11,10,German Grand Prix,2023-08-19T21:45:55.991+05:30,2019-07-28T13:10:00.000+05:30,2019
1021,12,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-08-04T13:10:00.000+05:30,2019
1022,13,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-09-01T13:10:00.000+05:30,2019
1023,14,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-09-08T13:10:00.000+05:30,2019
1024,15,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2019-09-22T12:10:00.000+05:30,2019
1025,16,71,Russian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-09-29T11:10:00.000+05:30,2019
1026,17,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2019-10-13T05:10:00.000+05:30,2019
1027,18,32,Mexican Grand Prix,2023-08-19T21:45:55.991+05:30,2019-10-27T19:10:00.000+05:30,2019
1028,19,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2019-11-03T19:10:00.000+05:30,2019
1029,20,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2019-11-17T17:10:00.000+05:30,2019
1030,21,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2019-12-01T13:10:00.000+05:30,2019
948,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-03-20T05:00:00.000+05:30,2016
949,2,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2016-04-03T15:00:00.000+05:30,2016
950,3,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2016-04-17T06:00:00.000+05:30,2016
951,4,71,Russian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-05-01T12:00:00.000+05:30,2016
952,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2016-05-15T12:00:00.000+05:30,2016
953,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2016-05-29T12:00:00.000+05:30,2016
954,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-06-12T18:00:00.000+05:30,2016
955,8,73,European Grand Prix,2023-08-19T21:45:55.991+05:30,2016-06-19T13:00:00.000+05:30,2016
956,9,70,Austrian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-07-03T12:00:00.000+05:30,2016
957,10,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2016-07-10T12:00:00.000+05:30,2016
958,11,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-07-24T12:00:00.000+05:30,2016
959,12,10,German Grand Prix,2023-08-19T21:45:55.991+05:30,2016-07-31T12:00:00.000+05:30,2016
960,13,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-08-28T12:00:00.000+05:30,2016
961,14,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-09-04T12:00:00.000+05:30,2016
962,15,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2016-09-18T12:00:00.000+05:30,2016
963,16,2,Malaysian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-10-02T07:00:00.000+05:30,2016
964,17,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2016-10-09T05:00:00.000+05:30,2016
965,18,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2016-10-23T19:00:00.000+05:30,2016
966,19,32,Mexican Grand Prix,2023-08-19T21:45:55.991+05:30,2016-10-30T19:00:00.000+05:30,2016
967,20,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2016-11-13T16:00:00.000+05:30,2016
968,21,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2016-11-27T13:00:00.000+05:30,2016
969,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-03-26T05:00:00.000+05:30,2017
970,2,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2017-04-09T06:00:00.000+05:30,2017
971,3,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2017-04-16T15:00:00.000+05:30,2017
972,4,71,Russian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-04-30T12:00:00.000+05:30,2017
973,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2017-05-14T12:00:00.000+05:30,2017
974,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2017-05-28T12:00:00.000+05:30,2017
975,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-06-11T18:00:00.000+05:30,2017
976,8,73,Azerbaijan Grand Prix,2023-08-19T21:45:55.991+05:30,2017-06-25T13:00:00.000+05:30,2017
977,9,70,Austrian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-07-09T12:00:00.000+05:30,2017
978,10,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2017-07-16T12:00:00.000+05:30,2017
979,11,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-07-30T12:00:00.000+05:30,2017
980,12,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-08-27T12:00:00.000+05:30,2017
981,13,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-09-03T12:00:00.000+05:30,2017
982,14,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2017-09-17T12:00:00.000+05:30,2017
983,15,2,Malaysian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-10-01T07:00:00.000+05:30,2017
984,16,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2017-10-08T05:00:00.000+05:30,2017
985,17,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2017-10-22T19:00:00.000+05:30,2017
986,18,32,Mexican Grand Prix,2023-08-19T21:45:55.991+05:30,2017-10-29T19:00:00.000+05:30,2017
987,19,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2017-11-12T16:00:00.000+05:30,2017
988,20,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2017-11-26T13:00:00.000+05:30,2017
860,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-03-18T06:00:00.000+05:30,2012
861,2,2,Malaysian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-03-25T08:00:00.000+05:30,2012
862,3,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2012-04-15T07:00:00.000+05:30,2012
863,4,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2012-04-22T12:00:00.000+05:30,2012
864,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2012-05-13T12:00:00.000+05:30,2012
865,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2012-05-27T12:00:00.000+05:30,2012
866,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-06-10T18:00:00.000+05:30,2012
867,8,12,European Grand Prix,2023-08-19T21:45:55.991+05:30,2012-06-24T12:00:00.000+05:30,2012
868,9,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2012-07-08T12:00:00.000+05:30,2012
869,10,10,German Grand Prix,2023-08-19T21:45:55.991+05:30,2012-07-22T12:00:00.000+05:30,2012
870,11,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-07-29T12:00:00.000+05:30,2012
871,12,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-09-02T12:00:00.000+05:30,2012
872,13,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-09-09T12:00:00.000+05:30,2012
873,14,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2012-09-23T12:00:00.000+05:30,2012
874,15,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2012-10-07T06:00:00.000+05:30,2012
875,16,35,Korean Grand Prix,2023-08-19T21:45:55.991+05:30,2012-10-14T06:00:00.000+05:30,2012
876,17,68,Indian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-10-28T09:30:00.000+05:30,2012
877,18,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2012-11-04T13:00:00.000+05:30,2012
878,19,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2012-11-18T19:00:00.000+05:30,2012
879,20,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2012-11-25T16:00:00.000+05:30,2012
900,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-03-16T06:00:00.000+05:30,2014
901,2,2,Malaysian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-03-30T08:00:00.000+05:30,2014
902,3,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2014-04-06T15:00:00.000+05:30,2014
903,4,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2014-04-20T07:00:00.000+05:30,2014
904,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2014-05-11T12:00:00.000+05:30,2014
905,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2014-05-25T12:00:00.000+05:30,2014
906,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-06-08T18:00:00.000+05:30,2014
907,8,70,Austrian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-06-22T12:00:00.000+05:30,2014
908,9,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2014-07-06T12:00:00.000+05:30,2014
909,10,10,German Grand Prix,2023-08-19T21:45:55.991+05:30,2014-07-20T12:00:00.000+05:30,2014
910,11,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-07-27T12:00:00.000+05:30,2014
911,12,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-08-24T12:00:00.000+05:30,2014
912,13,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-09-07T12:00:00.000+05:30,2014
913,14,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2014-09-21T12:00:00.000+05:30,2014
914,15,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2014-10-05T06:00:00.000+05:30,2014
915,16,71,Russian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-10-12T11:00:00.000+05:30,2014
916,17,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2014-11-02T20:00:00.000+05:30,2014
917,18,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2014-11-09T16:00:00.000+05:30,2014
918,19,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2014-11-23T13:00:00.000+05:30,2014
880,1,1,Australian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-03-17T06:00:00.000+05:30,2013
881,2,2,Malaysian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-03-24T08:00:00.000+05:30,2013
882,3,17,Chinese Grand Prix,2023-08-19T21:45:55.991+05:30,2013-04-14T07:00:00.000+05:30,2013
883,4,3,Bahrain Grand Prix,2023-08-19T21:45:55.991+05:30,2013-04-21T12:00:00.000+05:30,2013
884,5,4,Spanish Grand Prix,2023-08-19T21:45:55.991+05:30,2013-05-12T12:00:00.000+05:30,2013
885,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2013-05-26T12:00:00.000+05:30,2013
886,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-06-09T18:00:00.000+05:30,2013
887,8,9,British Grand Prix,2023-08-19T21:45:55.991+05:30,2013-06-30T12:00:00.000+05:30,2013
888,9,20,German Grand Prix,2023-08-19T21:45:55.991+05:30,2013-07-07T12:00:00.000+05:30,2013
890,10,11,Hungarian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-07-28T12:00:00.000+05:30,2013
891,11,13,Belgian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-08-25T12:00:00.000+05:30,2013
892,12,14,Italian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-09-08T12:00:00.000+05:30,2013
893,13,15,Singapore Grand Prix,2023-08-19T21:45:55.991+05:30,2013-09-22T12:00:00.000+05:30,2013
894,14,35,Korean Grand Prix,2023-08-19T21:45:55.991+05:30,2013-10-06T06:00:00.000+05:30,2013
895,15,22,Japanese Grand Prix,2023-08-19T21:45:55.991+05:30,2013-10-13T06:00:00.000+05:30,2013
896,16,68,Indian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-10-27T09:30:00.000+05:30,2013
897,17,24,Abu Dhabi Grand Prix,2023-08-19T21:45:55.991+05:30,2013-11-03T13:00:00.000+05:30,2013
898,18,69,United States Grand Prix,2023-08-19T21:45:55.991+05:30,2013-11-17T19:00:00.000+05:30,2013
899,19,18,Brazilian Grand Prix,2023-08-19T21:45:55.991+05:30,2013-11-24T16:00:00.000+05:30,2013
931,6,6,Monaco Grand Prix,2023-08-19T21:45:55.991+05:30,2015-05-24T12:00:00.000+05:30,2015
932,7,7,Canadian Grand Prix,2023-08-19T21:45:55.991+05:30,2015-06-07T18:00:00.000+05:30,2015
